Date,flux_primaire_pro_format,instance,recus
2022-11-19,FLUX UNIF,SAV,285.0
2022-11-20,FLUX AD,SAV,23.0
2022-11-20,FLUX RPC,COMMERCE,412.0
2022-11-20,FLUX RPC SAV AUTOLOC,SAV,20.0
2022-11-20,FLUX RPC SAV COMPLEX,SAV,153.0
2022-11-20,FLUX UNIF,COMMERCE,12.0
2022-11-20,FLUX UNIF,SAV,304.0
2022-11-21,FLUX AD,SAV,224.0
2022-11-21,FLUX RPC,COMMERCE,1389.0
2022-11-21,FLUX RPC SAV AUTOLOC,SAV,553.0
2022-11-21,FLUX RPC SAV COMPLEX,SAV,620.0
2022-11-21,FLUX UNIF,COMMERCE,192.0
2022-11-21,FLUX UNIF,SAV,686.0
2022-11-22,FLUX AD,SAV,219.0
2022-11-22,FLUX RPC,COMMERCE,1400.0
2022-11-22,FLUX RPC SAV AUTOLOC,SAV,626.0
2022-11-22,FLUX RPC SAV COMPLEX,SAV,448.0
2022-11-22,FLUX UNIF,COMMERCE,189.0
2022-11-22,FLUX UNIF,SAV,579.0
2022-11-23,FLUX AD,SAV,177.0
2022-11-23,FLUX RPC,COMMERCE,1289.0
2022-11-23,FLUX RPC SAV AUTOLOC,SAV,504.0
2022-11-23,FLUX RPC SAV COMPLEX,SAV,469.0
2022-11-23,FLUX UNIF,COMMERCE,164.0
2022-11-23,FLUX UNIF,SAV,598.0
2022-11-24,FLUX AD,SAV,221.0
2022-11-24,FLUX RPC,COMMERCE,1337.0
2022-11-24,FLUX RPC SAV AUTOLOC,SAV,475.0
2022-11-24,FLUX RPC SAV COMPLEX,SAV,530.0
2022-11-24,FLUX UNIF,COMMERCE,172.0
2022-11-24,FLUX UNIF,SAV,743.0
2022-11-25,FLUX AD,SAV,223.0
2022-11-25,FLUX RPC,COMMERCE,1149.0
2022-11-25,FLUX RPC SAV AUTOLOC,SAV,472.0
2022-11-25,FLUX RPC SAV COMPLEX,SAV,435.0
2022-11-25,FLUX UNIF,COMMERCE,144.0
2022-11-25,FLUX UNIF,SAV,713.0
2022-11-26,FLUX AD,SAV,32.0
2022-11-26,FLUX RPC,COMMERCE,548.0
2022-11-26,FLUX RPC SAV AUTOLOC,SAV,58.0
2022-11-26,FLUX RPC SAV COMPLEX,SAV,171.0
2022-11-26,FLUX UNIF,COMMERCE,46.0
2022-11-26,FLUX UNIF,SAV,377.0
2022-11-27,FLUX AD,SAV,21.0
2022-11-27,FLUX RPC,COMMERCE,311.0
2022-11-27,FLUX RPC SAV AUTOLOC,SAV,28.0
2022-11-27,FLUX RPC SAV COMPLEX,SAV,150.0
2022-11-27,FLUX UNIF,COMMERCE,5.0
2022-11-27,FLUX UNIF,SAV,328.0
2022-11-28,FLUX AD,SAV,119.0
2022-11-28,FLUX RPC,COMMERCE,1350.0
2022-11-28,FLUX RPC SAV AUTOLOC,SAV,413.0
2022-11-28,FLUX RPC SAV COMPLEX,SAV,596.0
2022-11-28,FLUX UNIF,COMMERCE,148.0
2022-11-28,FLUX UNIF,SAV,701.0
2022-11-29,FLUX AD,SAV,138.0
2022-11-29,FLUX RPC,COMMERCE,1362.0
2022-11-29,FLUX RPC SAV AUTOLOC,SAV,478.0
2022-11-29,FLUX RPC SAV COMPLEX,SAV,562.0
2022-11-29,FLUX UNIF,COMMERCE,161.0
2022-11-29,FLUX UNIF,SAV,949.0
2022-11-30,FLUX AD,SAV,147.0
2022-11-30,FLUX RPC,COMMERCE,1196.0
2022-11-30,FLUX RPC SAV AUTOLOC,SAV,465.0
2022-11-30,FLUX RPC SAV COMPLEX,SAV,552.0
2022-11-30,FLUX UNIF,COMMERCE,156.0
2022-11-30,FLUX UNIF,SAV,882.0
2022-12-01,FLUX AD,SAV,160.0
2022-12-01,FLUX RPC,COMMERCE,1247.0
2022-12-01,FLUX RPC SAV AUTOLOC,SAV,474.0
2022-12-01,FLUX RPC SAV COMPLEX,SAV,468.0
2022-12-01,FLUX UNIF,COMMERCE,139.0
2022-12-01,FLUX UNIF,SAV,632.0
2022-12-02,FLUX AD,SAV,45.0
2022-12-02,FLUX RPC,COMMERCE,1147.0
2022-12-02,FLUX RPC SAV AUTOLOC,SAV,325.0
2022-12-02,FLUX RPC SAV COMPLEX,SAV,378.0
2022-12-02,FLUX UNIF,COMMERCE,111.0
2022-12-02,FLUX UNIF,SAV,581.0
2022-12-03,FLUX AD,SAV,48.0
2022-12-03,FLUX RPC,COMMERCE,544.0
2022-12-03,FLUX RPC SAV AUTOLOC,SAV,64.0
2022-12-03,FLUX RPC SAV COMPLEX,SAV,137.0
2022-12-03,FLUX UNIF,COMMERCE,58.0
2022-12-03,FLUX UNIF,SAV,297.0
2022-12-04,FLUX AD,SAV,22.0
2022-12-04,FLUX RPC,COMMERCE,350.0
2022-12-04,FLUX RPC SAV AUTOLOC,SAV,28.0
2022-12-04,FLUX RPC SAV COMPLEX,SAV,96.0
2022-12-04,FLUX UNIF,COMMERCE,13.0
2022-12-04,FLUX UNIF,SAV,223.0
2022-12-05,FLUX AD,SAV,112.0
2022-12-05,FLUX RPC,COMMERCE,1481.0
2022-12-05,FLUX RPC SAV AUTOLOC,SAV,452.0
2022-12-05,FLUX RPC SAV COMPLEX,SAV,522.0
2022-12-05,FLUX UNIF,COMMERCE,177.0
2022-12-05,FLUX UNIF,SAV,710.0
2022-12-06,FLUX AD,SAV,121.0
2022-12-06,FLUX RPC,COMMERCE,1463.0
2022-12-06,FLUX RPC SAV AUTOLOC,SAV,546.0
2022-12-06,FLUX RPC SAV COMPLEX,SAV,414.0
2022-12-06,FLUX UNIF,COMMERCE,141.0
2022-12-06,FLUX UNIF,SAV,622.0
2022-12-07,FLUX AD,SAV,120.0
2022-12-07,FLUX RPC,COMMERCE,1364.0
2022-12-07,FLUX RPC SAV AUTOLOC,SAV,430.0
2022-12-07,FLUX RPC SAV COMPLEX,SAV,380.0
2022-12-07,FLUX UNIF,COMMERCE,144.0
2022-12-07,FLUX UNIF,SAV,607.0
2022-12-08,FLUX AD,SAV,115.0
2022-12-08,FLUX RPC,COMMERCE,1320.0
2022-12-08,FLUX RPC SAV AUTOLOC,SAV,434.0
2022-12-08,FLUX RPC SAV COMPLEX,SAV,386.0
2022-12-08,FLUX UNIF,COMMERCE,165.0
2022-12-08,FLUX UNIF,SAV,638.0
2022-12-09,FLUX AD,SAV,140.0
2022-12-09,FLUX RPC,COMMERCE,1139.0
2022-12-09,FLUX RPC SAV AUTOLOC,SAV,471.0
2022-12-09,FLUX RPC SAV COMPLEX,SAV,332.0
2022-12-09,FLUX UNIF,COMMERCE,135.0
2022-12-09,FLUX UNIF,SAV,589.0
2022-12-10,FLUX AD,SAV,48.0
2022-12-10,FLUX RPC,COMMERCE,527.0
2022-12-10,FLUX RPC SAV AUTOLOC,SAV,76.0
2022-12-10,FLUX RPC SAV COMPLEX,SAV,64.0
2022-12-10,FLUX UNIF,COMMERCE,34.0
2022-12-10,FLUX UNIF,SAV,256.0
2022-12-11,FLUX AD,SAV,25.0
2022-12-11,FLUX RPC,COMMERCE,296.0
2022-12-11,FLUX RPC SAV AUTOLOC,SAV,29.0
2022-12-11,FLUX RPC SAV COMPLEX,SAV,53.0
2022-12-11,FLUX UNIF,COMMERCE,7.0
2022-12-11,FLUX UNIF,SAV,222.0
2022-12-12,FLUX AD,SAV,124.0
2022-12-12,FLUX RPC,COMMERCE,1449.0
2022-12-12,FLUX RPC SAV AUTOLOC,SAV,515.0
2022-12-12,FLUX RPC SAV COMPLEX,SAV,352.0
2022-12-12,FLUX UNIF,COMMERCE,154.0
2022-12-12,FLUX UNIF,SAV,567.0
2022-12-13,FLUX AD,SAV,174.0
2022-12-13,FLUX RPC,COMMERCE,1375.0
2022-12-13,FLUX RPC SAV AUTOLOC,SAV,430.0
2022-12-13,FLUX RPC SAV COMPLEX,SAV,306.0
2022-12-13,FLUX UNIF,COMMERCE,169.0
2022-12-13,FLUX UNIF,SAV,592.0
2022-12-14,FLUX AD,SAV,145.0
2022-12-14,FLUX RPC,COMMERCE,1226.0
2022-12-14,FLUX RPC SAV AUTOLOC,SAV,389.0
2022-12-14,FLUX RPC SAV COMPLEX,SAV,314.0
2022-12-14,FLUX UNIF,COMMERCE,171.0
2022-12-14,FLUX UNIF,SAV,494.0
2022-12-15,FLUX AD,SAV,61.0
2022-12-15,FLUX RPC,COMMERCE,1256.0
2022-12-15,FLUX RPC SAV AUTOLOC,SAV,390.0
2022-12-15,FLUX RPC SAV COMPLEX,SAV,266.0
2022-12-15,FLUX UNIF,COMMERCE,157.0
2022-12-15,FLUX UNIF,SAV,518.0
2022-12-16,FLUX AD,SAV,103.0
2022-12-16,FLUX RPC,COMMERCE,961.0
2022-12-16,FLUX RPC SAV AUTOLOC,SAV,371.0
2022-12-16,FLUX RPC SAV COMPLEX,SAV,188.0
2022-12-16,FLUX UNIF,COMMERCE,140.0
2022-12-16,FLUX UNIF,SAV,398.0
2022-12-17,FLUX AD,SAV,44.0
2022-12-17,FLUX RPC,COMMERCE,486.0
2022-12-17,FLUX RPC SAV AUTOLOC,SAV,68.0
2022-12-17,FLUX RPC SAV COMPLEX,SAV,86.0
2022-12-17,FLUX UNIF,COMMERCE,33.0
2022-12-17,FLUX UNIF,SAV,218.0
2022-12-18,FLUX AD,SAV,15.0
2022-12-18,FLUX RPC,COMMERCE,273.0
2022-12-18,FLUX RPC SAV AUTOLOC,SAV,18.0
2022-12-18,FLUX RPC SAV COMPLEX,SAV,35.0
2022-12-18,FLUX UNIF,COMMERCE,6.0
2022-12-18,FLUX UNIF,SAV,118.0
2022-12-19,FLUX AD,SAV,94.0
2022-12-19,FLUX RPC,COMMERCE,1246.0
2022-12-19,FLUX RPC SAV AUTOLOC,SAV,430.0
2022-12-19,FLUX RPC SAV COMPLEX,SAV,302.0
2022-12-19,FLUX UNIF,COMMERCE,172.0
2022-12-19,FLUX UNIF,SAV,473.0
2022-12-20,FLUX AD,SAV,119.0
2022-12-20,FLUX RPC,COMMERCE,1247.0
2022-12-20,FLUX RPC SAV AUTOLOC,SAV,433.0
2022-12-20,FLUX RPC SAV COMPLEX,SAV,325.0
2022-12-20,FLUX UNIF,COMMERCE,148.0
2022-12-20,FLUX UNIF,SAV,486.0
2022-12-21,FLUX AD,SAV,105.0
2022-12-21,FLUX RPC,COMMERCE,1204.0
2022-12-21,FLUX RPC SAV AUTOLOC,SAV,361.0
2022-12-21,FLUX RPC SAV COMPLEX,SAV,283.0
2022-12-21,FLUX UNIF,COMMERCE,122.0
2022-12-21,FLUX UNIF,SAV,443.0
2022-12-22,FLUX AD,SAV,140.0
2022-12-22,FLUX RPC,COMMERCE,1064.0
2022-12-22,FLUX RPC SAV AUTOLOC,SAV,436.0
2022-12-22,FLUX RPC SAV COMPLEX,SAV,217.0
2022-12-22,FLUX UNIF,COMMERCE,142.0
2022-12-22,FLUX UNIF,SAV,377.0
2022-12-23,FLUX AD,SAV,192.0
2022-12-23,FLUX RPC,COMMERCE,895.0
2022-12-23,FLUX RPC SAV AUTOLOC,SAV,319.0
2022-12-23,FLUX RPC SAV COMPLEX,SAV,176.0
2022-12-23,FLUX UNIF,COMMERCE,151.0
2022-12-23,FLUX UNIF,SAV,322.0
2022-12-24,FLUX AD,SAV,17.0
2022-12-24,FLUX RPC,COMMERCE,310.0
2022-12-24,FLUX RPC SAV AUTOLOC,SAV,47.0
2022-12-24,FLUX RPC SAV COMPLEX,SAV,48.0
2022-12-24,FLUX UNIF,COMMERCE,17.0
2022-12-24,FLUX UNIF,SAV,121.0
2022-12-25,FLUX AD,SAV,23.0
2022-12-25,FLUX RPC,COMMERCE,143.0
2022-12-25,FLUX RPC SAV AUTOLOC,SAV,19.0
2022-12-25,FLUX RPC SAV COMPLEX,SAV,28.0
2022-12-25,FLUX UNIF,COMMERCE,2.0
2022-12-25,FLUX UNIF,SAV,56.0
2022-12-26,FLUX AD,SAV,210.0
2022-12-26,FLUX RPC,COMMERCE,740.0
2022-12-26,FLUX RPC SAV AUTOLOC,SAV,246.0
2022-12-26,FLUX RPC SAV COMPLEX,SAV,188.0
2022-12-26,FLUX UNIF,COMMERCE,98.0
2022-12-26,FLUX UNIF,SAV,231.0
2022-12-27,FLUX AD,SAV,177.0
2022-12-27,FLUX RPC,COMMERCE,993.0
2022-12-27,FLUX RPC SAV AUTOLOC,SAV,362.0
2022-12-27,FLUX RPC SAV COMPLEX,SAV,228.0
2022-12-27,FLUX UNIF,COMMERCE,110.0
2022-12-27,FLUX UNIF,SAV,316.0
2022-12-28,FLUX AD,SAV,199.0
2022-12-28,FLUX RPC,COMMERCE,973.0
2022-12-28,FLUX RPC SAV AUTOLOC,SAV,347.0
2022-12-28,FLUX RPC SAV COMPLEX,SAV,215.0
2022-12-28,FLUX UNIF,COMMERCE,114.0
2022-12-28,FLUX UNIF,SAV,379.0
2022-12-29,FLUX AD,SAV,124.0
2022-12-29,FLUX RPC,COMMERCE,991.0
2022-12-29,FLUX RPC SAV AUTOLOC,SAV,330.0
2022-12-29,FLUX RPC SAV COMPLEX,SAV,233.0
2022-12-29,FLUX UNIF,COMMERCE,147.0
2022-12-29,FLUX UNIF,SAV,379.0
2022-12-30,FLUX AD,SAV,71.0
2022-12-30,FLUX RPC,COMMERCE,826.0
2022-12-30,FLUX RPC SAV AUTOLOC,SAV,280.0
2022-12-30,FLUX RPC SAV COMPLEX,SAV,174.0
2022-12-30,FLUX UNIF,COMMERCE,97.0
2022-12-30,FLUX UNIF,SAV,302.0
2022-12-31,FLUX AD,SAV,9.0
2022-12-31,FLUX RPC,COMMERCE,333.0
2022-12-31,FLUX RPC SAV AUTOLOC,SAV,44.0
2022-12-31,FLUX RPC SAV COMPLEX,SAV,55.0
2022-12-31,FLUX UNIF,COMMERCE,17.0
2022-12-31,FLUX UNIF,SAV,136.0
2023-01-01,FLUX AD,SAV,16.0
2023-01-01,FLUX RPC,COMMERCE,203.0
2023-01-01,FLUX RPC SAV AUTOLOC,SAV,26.0
2023-01-01,FLUX RPC SAV COMPLEX,SAV,30.0
2023-01-01,FLUX UNIF,COMMERCE,0.0
2023-01-01,FLUX UNIF,SAV,105.0
2023-01-02,FLUX AD,SAV,138.0
2023-01-02,FLUX RPC,COMMERCE,1031.0
2023-01-02,FLUX RPC SAV AUTOLOC,SAV,346.0
2023-01-02,FLUX RPC SAV COMPLEX,SAV,262.0
2023-01-02,FLUX UNIF,COMMERCE,115.0
2023-01-02,FLUX UNIF,SAV,364.0
2023-01-03,FLUX AD,SAV,172.0
2023-01-03,FLUX RPC,COMMERCE,1118.0
2023-01-03,FLUX RPC SAV AUTOLOC,SAV,476.0
2023-01-03,FLUX RPC SAV COMPLEX,SAV,375.0
2023-01-03,FLUX UNIF,COMMERCE,133.0
2023-01-03,FLUX UNIF,SAV,422.0
2023-01-04,FLUX AD,SAV,138.0
2023-01-04,FLUX RPC,COMMERCE,1139.0
2023-01-04,FLUX RPC SAV AUTOLOC,SAV,445.0
2023-01-04,FLUX RPC SAV COMPLEX,SAV,310.0
2023-01-04,FLUX UNIF,COMMERCE,126.0
2023-01-04,FLUX UNIF,SAV,438.0
2023-01-05,FLUX AD,SAV,87.0
2023-01-05,FLUX RPC,COMMERCE,1355.0
2023-01-05,FLUX RPC SAV AUTOLOC,SAV,456.0
2023-01-05,FLUX RPC SAV COMPLEX,SAV,279.0
2023-01-05,FLUX UNIF,COMMERCE,111.0
2023-01-05,FLUX UNIF,SAV,478.0
2023-01-06,FLUX AD,SAV,134.0
2023-01-06,FLUX RPC,COMMERCE,1086.0
2023-01-06,FLUX RPC SAV AUTOLOC,SAV,415.0
2023-01-06,FLUX RPC SAV COMPLEX,SAV,260.0
2023-01-06,FLUX UNIF,COMMERCE,96.0
2023-01-06,FLUX UNIF,SAV,393.0
2023-01-07,FLUX AD,SAV,33.0
2023-01-07,FLUX RPC,COMMERCE,543.0
2023-01-07,FLUX RPC SAV AUTOLOC,SAV,80.0
2023-01-07,FLUX RPC SAV COMPLEX,SAV,58.0
2023-01-07,FLUX UNIF,COMMERCE,24.0
2023-01-07,FLUX UNIF,SAV,223.0
2023-01-08,FLUX AD,SAV,24.0
2023-01-08,FLUX RPC,COMMERCE,346.0
2023-01-08,FLUX RPC SAV AUTOLOC,SAV,23.0
2023-01-08,FLUX RPC SAV COMPLEX,SAV,47.0
2023-01-08,FLUX UNIF,COMMERCE,5.0
2023-01-08,FLUX UNIF,SAV,176.0
2023-01-09,FLUX AD,SAV,129.0
2023-01-09,FLUX RPC,COMMERCE,1287.0
2023-01-09,FLUX RPC SAV AUTOLOC,SAV,529.0
2023-01-09,FLUX RPC SAV COMPLEX,SAV,369.0
2023-01-09,FLUX UNIF,COMMERCE,146.0
2023-01-09,FLUX UNIF,SAV,478.0
2023-01-10,FLUX AD,SAV,106.0
2023-01-10,FLUX RPC,COMMERCE,1375.0
2023-01-10,FLUX RPC SAV AUTOLOC,SAV,452.0
2023-01-10,FLUX RPC SAV COMPLEX,SAV,313.0
2023-01-10,FLUX UNIF,COMMERCE,135.0
2023-01-10,FLUX UNIF,SAV,409.0
2023-01-11,FLUX AD,SAV,146.0
2023-01-11,FLUX RPC,COMMERCE,1252.0
2023-01-11,FLUX RPC SAV AUTOLOC,SAV,512.0
2023-01-11,FLUX RPC SAV COMPLEX,SAV,299.0
2023-01-11,FLUX UNIF,COMMERCE,182.0
2023-01-11,FLUX UNIF,SAV,484.0
2023-01-12,FLUX AD,SAV,111.0
2023-01-12,FLUX RPC,COMMERCE,1299.0
2023-01-12,FLUX RPC SAV AUTOLOC,SAV,444.0
2023-01-12,FLUX RPC SAV COMPLEX,SAV,310.0
2023-01-12,FLUX UNIF,COMMERCE,126.0
2023-01-12,FLUX UNIF,SAV,550.0
2023-01-13,FLUX AD,SAV,73.0
2023-01-13,FLUX RPC,COMMERCE,1140.0
2023-01-13,FLUX RPC SAV AUTOLOC,SAV,437.0
2023-01-13,FLUX RPC SAV COMPLEX,SAV,255.0
2023-01-13,FLUX UNIF,COMMERCE,139.0
2023-01-13,FLUX UNIF,SAV,413.0
2023-01-14,FLUX AD,SAV,38.0
2023-01-14,FLUX RPC,COMMERCE,506.0
2023-01-14,FLUX RPC SAV AUTOLOC,SAV,75.0
2023-01-14,FLUX RPC SAV COMPLEX,SAV,84.0
2023-01-14,FLUX UNIF,COMMERCE,29.0
2023-01-14,FLUX UNIF,SAV,178.0
2023-01-15,FLUX AD,SAV,25.0
2023-01-15,FLUX RPC,COMMERCE,269.0
2023-01-15,FLUX RPC SAV AUTOLOC,SAV,33.0
2023-01-15,FLUX RPC SAV COMPLEX,SAV,59.0
2023-01-15,FLUX UNIF,COMMERCE,6.0
2023-01-15,FLUX UNIF,SAV,153.0
2023-01-16,FLUX AD,SAV,122.0
2023-01-16,FLUX RPC,COMMERCE,1314.0
2023-01-16,FLUX RPC SAV AUTOLOC,SAV,455.0
2023-01-16,FLUX RPC SAV COMPLEX,SAV,281.0
2023-01-16,FLUX UNIF,COMMERCE,173.0
2023-01-16,FLUX UNIF,SAV,431.0
2023-01-17,FLUX AD,SAV,197.0
2023-01-17,FLUX RPC,COMMERCE,1426.0
2023-01-17,FLUX RPC SAV AUTOLOC,SAV,503.0
2023-01-17,FLUX RPC SAV COMPLEX,SAV,274.0
2023-01-17,FLUX UNIF,COMMERCE,154.0
2023-01-17,FLUX UNIF,SAV,401.0
2023-01-18,FLUX AD,SAV,192.0
2023-01-18,FLUX RPC,COMMERCE,1181.0
2023-01-18,FLUX RPC SAV AUTOLOC,SAV,486.0
2023-01-18,FLUX RPC SAV COMPLEX,SAV,343.0
2023-01-18,FLUX UNIF,COMMERCE,141.0
2023-01-18,FLUX UNIF,SAV,464.0
2023-01-19,FLUX AD,SAV,162.0
2023-01-19,FLUX RPC,COMMERCE,1179.0
2023-01-19,FLUX RPC SAV AUTOLOC,SAV,441.0
2023-01-19,FLUX RPC SAV COMPLEX,SAV,239.0
2023-01-19,FLUX UNIF,COMMERCE,133.0
2023-01-19,FLUX UNIF,SAV,363.0
2023-01-20,FLUX AD,SAV,167.0
2023-01-20,FLUX RPC,COMMERCE,974.0
2023-01-20,FLUX RPC SAV AUTOLOC,SAV,444.0
2023-01-20,FLUX RPC SAV COMPLEX,SAV,292.0
2023-01-20,FLUX UNIF,COMMERCE,120.0
2023-01-20,FLUX UNIF,SAV,417.0
2023-01-21,FLUX AD,SAV,26.0
2023-01-21,FLUX RPC,COMMERCE,470.0
2023-01-21,FLUX RPC SAV AUTOLOC,SAV,78.0
2023-01-21,FLUX RPC SAV COMPLEX,SAV,58.0
2023-01-21,FLUX UNIF,COMMERCE,31.0
2023-01-21,FLUX UNIF,SAV,180.0
2023-01-22,FLUX AD,SAV,29.0
2023-01-22,FLUX RPC,COMMERCE,285.0
2023-01-22,FLUX RPC SAV AUTOLOC,SAV,35.0
2023-01-22,FLUX RPC SAV COMPLEX,SAV,52.0
2023-01-22,FLUX UNIF,COMMERCE,8.0
2023-01-22,FLUX UNIF,SAV,150.0
2023-01-23,FLUX AD,SAV,185.0
2023-01-23,FLUX RPC,COMMERCE,1112.0
2023-01-23,FLUX RPC SAV AUTOLOC,SAV,475.0
2023-01-23,FLUX RPC SAV COMPLEX,SAV,316.0
2023-01-23,FLUX UNIF,COMMERCE,152.0
2023-01-23,FLUX UNIF,SAV,353.0
2023-01-24,FLUX AD,SAV,167.0
2023-01-24,FLUX RPC,COMMERCE,1221.0
2023-01-24,FLUX RPC SAV AUTOLOC,SAV,466.0
2023-01-24,FLUX RPC SAV COMPLEX,SAV,303.0
2023-01-24,FLUX UNIF,COMMERCE,125.0
2023-01-24,FLUX UNIF,SAV,549.0
2023-01-25,FLUX AD,SAV,131.0
2023-01-25,FLUX RPC,COMMERCE,1001.0
2023-01-25,FLUX RPC SAV AUTOLOC,SAV,414.0
2023-01-25,FLUX RPC SAV COMPLEX,SAV,313.0
2023-01-25,FLUX UNIF,COMMERCE,127.0
2023-01-25,FLUX UNIF,SAV,419.0
2023-01-26,FLUX AD,SAV,118.0
2023-01-26,FLUX RPC,COMMERCE,928.0
2023-01-26,FLUX RPC SAV AUTOLOC,SAV,469.0
2023-01-26,FLUX RPC SAV COMPLEX,SAV,308.0
2023-01-26,FLUX UNIF,COMMERCE,112.0
2023-01-26,FLUX UNIF,SAV,383.0
2023-01-27,FLUX AD,SAV,98.0
2023-01-27,FLUX RPC,COMMERCE,889.0
2023-01-27,FLUX RPC SAV AUTOLOC,SAV,433.0
2023-01-27,FLUX RPC SAV COMPLEX,SAV,272.0
2023-01-27,FLUX UNIF,COMMERCE,106.0
2023-01-27,FLUX UNIF,SAV,387.0
2023-01-28,FLUX AD,SAV,33.0
2023-01-28,FLUX RPC,COMMERCE,370.0
2023-01-28,FLUX RPC SAV AUTOLOC,SAV,89.0
2023-01-28,FLUX RPC SAV COMPLEX,SAV,64.0
2023-01-28,FLUX UNIF,COMMERCE,26.0
2023-01-28,FLUX UNIF,SAV,213.0
2023-01-29,FLUX AD,SAV,18.0
2023-01-29,FLUX RPC,COMMERCE,256.0
2023-01-29,FLUX RPC SAV AUTOLOC,SAV,34.0
2023-01-29,FLUX RPC SAV COMPLEX,SAV,61.0
2023-01-29,FLUX UNIF,COMMERCE,7.0
2023-01-29,FLUX UNIF,SAV,158.0
2023-01-30,FLUX AD,SAV,105.0
2023-01-30,FLUX RPC,COMMERCE,960.0
2023-01-30,FLUX RPC SAV AUTOLOC,SAV,529.0
2023-01-30,FLUX RPC SAV COMPLEX,SAV,329.0
2023-01-30,FLUX UNIF,COMMERCE,114.0
2023-01-30,FLUX UNIF,SAV,380.0
2023-01-31,FLUX AD,SAV,126.0
2023-01-31,FLUX RPC,COMMERCE,1149.0
2023-01-31,FLUX RPC SAV AUTOLOC,SAV,475.0
2023-01-31,FLUX RPC SAV COMPLEX,SAV,372.0
2023-01-31,FLUX UNIF,COMMERCE,119.0
2023-01-31,FLUX UNIF,SAV,555.0
2023-02-01,FLUX AD,SAV,142.0
2023-02-01,FLUX RPC,COMMERCE,1009.0
2023-02-01,FLUX RPC SAV AUTOLOC,SAV,466.0
2023-02-01,FLUX RPC SAV COMPLEX,SAV,326.0
2023-02-01,FLUX UNIF,COMMERCE,130.0
2023-02-01,FLUX UNIF,SAV,472.0
2023-02-02,FLUX AD,SAV,82.0
2023-02-02,FLUX RPC,COMMERCE,984.0
2023-02-02,FLUX RPC SAV AUTOLOC,SAV,443.0
2023-02-02,FLUX RPC SAV COMPLEX,SAV,318.0
2023-02-02,FLUX UNIF,COMMERCE,119.0
2023-02-02,FLUX UNIF,SAV,417.0
2023-02-03,FLUX AD,SAV,114.0
2023-02-03,FLUX RPC,COMMERCE,881.0
2023-02-03,FLUX RPC SAV AUTOLOC,SAV,416.0
2023-02-03,FLUX RPC SAV COMPLEX,SAV,251.0
2023-02-03,FLUX UNIF,COMMERCE,103.0
2023-02-03,FLUX UNIF,SAV,376.0
2023-02-04,FLUX AD,SAV,29.0
2023-02-04,FLUX RPC,COMMERCE,431.0
2023-02-04,FLUX RPC SAV AUTOLOC,SAV,90.0
2023-02-04,FLUX RPC SAV COMPLEX,SAV,84.0
2023-02-04,FLUX UNIF,COMMERCE,20.0
2023-02-04,FLUX UNIF,SAV,209.0
2023-02-05,FLUX AD,SAV,26.0
2023-02-05,FLUX RPC,COMMERCE,309.0
2023-02-05,FLUX RPC SAV AUTOLOC,SAV,27.0
2023-02-05,FLUX RPC SAV COMPLEX,SAV,70.0
2023-02-05,FLUX UNIF,COMMERCE,2.0
2023-02-05,FLUX UNIF,SAV,164.0
2023-02-06,FLUX AD,SAV,110.0
2023-02-06,FLUX RPC,COMMERCE,1280.0
2023-02-06,FLUX RPC SAV AUTOLOC,SAV,492.0
2023-02-06,FLUX RPC SAV COMPLEX,SAV,465.0
2023-02-06,FLUX UNIF,COMMERCE,123.0
2023-02-06,FLUX UNIF,SAV,528.0
2023-02-07,FLUX AD,SAV,110.0
2023-02-07,FLUX RPC,COMMERCE,1303.0
2023-02-07,FLUX RPC SAV AUTOLOC,SAV,449.0
2023-02-07,FLUX RPC SAV COMPLEX,SAV,358.0
2023-02-07,FLUX UNIF,COMMERCE,172.0
2023-02-07,FLUX UNIF,SAV,556.0
2023-02-08,FLUX AD,SAV,123.0
2023-02-08,FLUX RPC,COMMERCE,1123.0
2023-02-08,FLUX RPC SAV AUTOLOC,SAV,443.0
2023-02-08,FLUX RPC SAV COMPLEX,SAV,362.0
2023-02-08,FLUX UNIF,COMMERCE,143.0
2023-02-08,FLUX UNIF,SAV,481.0
2023-02-09,FLUX AD,SAV,123.0
2023-02-09,FLUX RPC,COMMERCE,1302.0
2023-02-09,FLUX RPC SAV AUTOLOC,SAV,411.0
2023-02-09,FLUX RPC SAV COMPLEX,SAV,338.0
2023-02-09,FLUX UNIF,COMMERCE,145.0
2023-02-09,FLUX UNIF,SAV,429.0
2023-02-10,FLUX AD,SAV,100.0
2023-02-10,FLUX RPC,COMMERCE,1146.0
2023-02-10,FLUX RPC SAV AUTOLOC,SAV,419.0
2023-02-10,FLUX RPC SAV COMPLEX,SAV,285.0
2023-02-10,FLUX UNIF,COMMERCE,173.0
2023-02-10,FLUX UNIF,SAV,365.0
2023-02-11,FLUX AD,SAV,48.0
2023-02-11,FLUX RPC,COMMERCE,499.0
2023-02-11,FLUX RPC SAV AUTOLOC,SAV,67.0
2023-02-11,FLUX RPC SAV COMPLEX,SAV,93.0
2023-02-11,FLUX UNIF,COMMERCE,39.0
2023-02-11,FLUX UNIF,SAV,194.0
2023-02-12,FLUX AD,SAV,20.0
2023-02-12,FLUX RPC,COMMERCE,346.0
2023-02-12,FLUX RPC SAV AUTOLOC,SAV,23.0
2023-02-12,FLUX RPC SAV COMPLEX,SAV,74.0
